N;gmean(error_y);max(error_y);gmean(relative_error_y);max(relative_error_y)
1;1.4250371334300607;1.4293756461210385;0.18143931521814977;0.18185367661560062
2;2.106685248508441;2.1463197366450872;0.2682284692115422;0.271942775916483
3;2.361365713689938;2.55352082936037;0.30065502717129544;0.32353592563159006
4;6.529959353730535;7.2010087302887005;0.831410863442857;0.9123814453546879
5;9.12715554208428;11.675704385135338;1.162092420328209;1.4793338602183257
6;8.51071381062384;10.414745207593208;1.0836055072476651;1.319567944076599
7;5.789035192347482;6.4335494856730495;0.737074534012378;0.8151429054390209
8;5.463317640816367;6.184497177667273;0.6956033553897631;0.7835875062917516
9;3.7092232572154233;3.9140197244386323;0.47226764271082194;0.4959137125205105
10;16.75681467956489;23.16453354119605;2.1335198286234056;2.9349902749578067
11;3.0755506891083546;3.3415077916846863;0.3915868561315044;0.4233753662619149
12;5.993678131384707;6.498297854775335;0.7631301881789271;0.8233466464423363
13;21.364873608578222;32.588207659468786;2.7202294917973147;4.128987634857763
14;18.053912823005106;20.179247363531463;2.298669629562315;2.5567488619015295
15;14.249311054038516;17.149262239653115;1.8142581546293781;2.1728440076969577
16;11.881529270421987;13.59550721801599;1.512786217283209;1.7225765153885897
17;14.808453822310103;17.83410880284087;1.8854496194722543;2.2596153644013657
18;23.526489098938494;25.71968732330806;2.995451817682873;3.2935209128912444
19;573.2018912040401;11674.930373565556;72.98150776708424;1484.6359333436476
20;8.173312065157752;9.426461165090577;1.040646667639448;1.2071004826581935
