N;gmean(error_y);max(error_y);gmean(relative_error_y);max(relative_error_y)
1;1.7074640978041402;1.7883528187336009;0.20420184250962672;0.20831135906898718
2;0.8283099848074558;1.0385734472626291;0.09906060413470863;0.12443633284200602
3;0.4751053542625577;0.5752272588615979;0.0568195775544394;0.06650637945034925
4;0.1994913604628103;0.3326581388423849;0.023857897465397106;0.04140163967753717
5;0.22071333680321661;0.27638589867367286;0.026395910812781555;0.033532333116896344
6;0.10551727763981;0.15798873381720607;0.012619195061471007;0.0183974547838106
7;0.06013054320586537;0.07295638661342288;0.007191230392213446;0.008775610270475905
8;0.02470778975169141;0.03931358945922973;0.0029548944531978105;0.004619488302727729
9;0.014237575720690638;0.017417412625245675;0.0017027234708913007;0.0020877860188701866
10;0.0067216767742040925;0.012296830062711771;0.0008038697761269629;0.001442885702873231
11;0.006975341852139629;0.010875156449890077;0.0008342065055266614;0.0012809239713247513
12;0.004158815074458023;0.0050479636067287115;0.0004973678228158869;0.0006009973013688921
13;0.0035086406300485103;0.004295505037544409;0.00041961109594131416;0.0005083793101320716
14;0.0021475178810889386;0.003812506336523931;0.0002568294751876145;0.0004479780628874959
15;0.000938818362871721;0.001258762718202345;0.0001122767030515141;0.0001566618531561707
16;0.0004938600039645378;0.0007278779647560793;5.906251433401338e-05;8.529608686360869e-05
17;0.00030128653623388504;0.0004866105594121995;3.6031952824908005e-05;6.0562098718450956e-05
18;0.0002609990722620268;0.00040314746177566346;3.12138284592633e-05;5.0174530547884696e-05
19;0.00013864197271716024;0.00019328516915450458;1.6580697839809563e-05;2.301223244684883e-05
20;0.00011800207352820986;0.00015894395602693447;1.411229721632537e-05;1.8923620876414732e-05
21;4.951590743489803e-05;7.866623615523132e-05;5.921787488677345e-06;9.214637073513572e-06
22;4.0808810526344195e-05;6.422543714332055e-05;4.880474096540346e-06;7.646580930175453e-06
23;1.8760355559575994e-05;6.109245844538122e-05;2.243619163839411e-06;7.273573345768527e-06
24;1.7470731407383986e-05;6.111407881940707e-05;2.0893883203556783e-06;7.276147433966018e-06
25;1.5020581815808187e-05;6.093075267196756e-05;1.796366018061051e-06;7.254320907197734e-06
26;1.2185720139799927e-05;6.116523026325496e-05;1.4573345981645594e-06;7.282237445532703e-06
27;1.0560601710054007e-05;6.0497755986495796e-05;1.2629807736377432e-06;7.202768993419878e-06
28;8.744462867652777e-06;6.0855786048133876e-05;1.045782123107656e-06;7.245395497240195e-06
29;7.8429670730254e-06;6.183874866591091e-05;9.379689617566585e-07;7.36242550190013e-06
30;7.74714549889367e-06;6.186448219960433e-05;9.265093111467033e-07;7.365489296507974e-06
31;7.026536924381807e-06;6.189854647239785e-05;8.403291104427534e-07;7.369544935991781e-06
32;7.014721541196049e-06;6.18349986542049e-05;8.389160657880564e-07;7.3619790313228236e-06
33;6.209507237473823e-06;6.180700947599987e-05;7.426175581669301e-07;7.358646683178019e-06
34;6.133106118780636e-06;6.157910887300065e-05;7.334804704665183e-07;7.331513190867479e-06
35;5.472046073160886e-06;6.162964433772964e-05;6.544218949458685e-07;7.337529864915676e-06
36;5.31999869408879e-06;6.155220274887468e-05;6.362379957967076e-07;7.328309789461468e-06
37;5.021433595696407e-06;6.149017964888414e-05;6.005315096227359e-07;7.320925415376794e-06
38;4.840229425294409e-06;6.149027317980263e-05;5.788606437380005e-07;7.320936551022879e-06
39;4.782003779317527e-06;6.148901797190167e-05;5.71897226934636e-07;7.320787107917067e-06
40;4.580427645012683e-06;6.149969669583259e-05;5.4779000378192e-07;7.322058500225173e-06
41;4.535685776081426e-06;6.148911790721536e-05;5.424391609238827e-07;7.320799006060511e-06
42;4.310996466647598e-06;6.147607085562701e-05;5.155677490812497e-07;7.319245644334878e-06
43;4.311306090139792e-06;6.148304210745294e-05;5.156047780809672e-07;7.320075630764594e-06
44;4.239958490240716e-06;6.151727391559604e-05;5.070720590757656e-07;7.32415121674727e-06
45;4.197961715259363e-06;6.15140068927019e-05;5.020495119887249e-07;7.32376225006877e-06
46;3.980815386288142e-06;6.149004255660129e-05;4.760801926178796e-07;7.320909093382233e-06
47;3.941155044294093e-06;6.149719531950785e-05;4.713370680507741e-07;7.32176069023968e-06
48;3.917843170492796e-06;6.149663696525106e-05;4.6854911626385306e-07;7.321694213447895e-06
49;3.883312437073517e-06;6.150725026077046e-05;4.644194602456131e-07;7.322957815950808e-06
50;3.81836150480164e-06;6.150497895915057e-05;4.5665174199039853e-07;7.32268739830282e-06
