N;gmean(error_u);max(error_u);gmean(relative_error_u);max(relative_error_u)
1;0.09740866624493996;0.12429901683348499;0.21806425811286956;0.27891696416143386
2;0.07186886675096853;0.08470744183068582;0.1608894948838983;0.18840447593072224
3;0.03191092699526834;0.04759111879714681;0.07143751053339789;0.10679063048204622
4;0.01696154056402626;0.022102958204894444;0.03797101327971287;0.04921155582752696
5;0.016999757444997234;0.022196252718034177;0.03805656763660515;0.049434429635123026
6;0.009391854169946454;0.012532181957117229;0.02102510783510519;0.02812453068038839
7;0.0053424325219749045;0.006293313730297394;0.011959855619961773;0.014063550468535389
8;0.0026484826000488025;0.003607762043965365;0.005929035018837328;0.008096508141363392
9;0.00147762003279152;0.001709604204552401;0.003307879356577625;0.003825561318096257
10;0.0007992537292909826;0.0010471433942098507;0.0017892522117439076;0.0023504584211614782
11;0.0006384424902056338;0.0008913773655259444;0.0014292515578064034;0.0020001266099250853
12;0.0004085955503470313;0.0005108295260234817;0.0009147038861059587;0.0011447703634508834
13;0.0003543885000013998;0.0004252417918484086;0.0007933530795115704;0.0009529680173311483
14;0.00018413077230559232;0.00031161267586899473;0.00041220501015385336;0.0006993546397154876
15;8.487159485487974e-05;0.00012221888826048543;0.00018999809853003448;0.00027389286250475536
16;4.4098338670198965e-05;7.739731513347501e-05;9.87209031478401e-05;0.00017349143069823907
17;2.689603052059722e-05;6.966062445436923e-05;6.0210894653942625e-05;0.0001561096497213398
18;2.5830307791331185e-05;7.337767237777143e-05;5.7825110664999926e-05;0.00016443956427299376
19;1.5827773055693372e-05;7.128967905017926e-05;3.543290060341968e-05;0.00015976036552127392
20;1.5241577725201385e-05;7.112388326899725e-05;3.4120612336054175e-05;0.00015938881672267603
21;9.673079473859882e-06;6.846846332153849e-05;2.1654673864746213e-05;0.00015343801336557456
22;8.93657439900193e-06;6.888691107862336e-05;2.000589415205192e-05;0.0001543757559324387
23;6.119469384431168e-06;6.89853215236625e-05;1.3699371963526088e-05;0.00015459629400863762
24;5.7615019772888e-06;6.900215808978317e-05;1.2898006950778643e-05;0.00015463402479931303
25;5.6105908612107646e-06;6.883585275664531e-05;1.256016924252191e-05;0.00015426133409338996
26;5.212164277448717e-06;6.917118936723251e-05;1.1668230149730629e-05;0.0001550128243538857
27;4.940099897817583e-06;6.9234982467869e-05;1.1059172255908155e-05;0.00015515578486670055
28;4.325015144670509e-06;6.923385175442402e-05;9.682210579476973e-06;0.00015515325093478114
29;3.954628730625889e-06;6.92295463953924e-05;8.853043712633405e-06;0.00015514360261342867
30;3.853354764399539e-06;6.924902432824097e-05;8.626326386930925e-06;0.00015518725271415778
31;3.80452684944065e-06;6.924888250395747e-05;8.517017600955663e-06;0.00015518693488555097
32;3.7986284588619547e-06;6.925077440166968e-05;8.503813147849095e-06;0.00015519117463349286
33;3.635972393159503e-06;6.925121420473889e-05;8.139682566225364e-06;0.00015519216023337254
34;3.606317306384563e-06;6.925301054111485e-05;8.073295100447005e-06;0.00015519618582809884
35;3.5125547871064564e-06;6.925319115541995e-05;7.863393302246047e-06;0.00015519659058525
36;3.507443036140321e-06;6.925318915163455e-05;7.851949862713788e-06;0.00015519658609476145
37;3.5012939568120674e-06;6.925272922716461e-05;7.838184204343927e-06;0.00015519555540276776
38;3.4838562537021863e-06;6.925259497307196e-05;7.799147228082628e-06;0.00015519525453897934
39;3.4813174550937804e-06;6.925245348400133e-05;7.793463737522874e-06;0.0001551949374615855
40;3.4563942663557147e-06;6.925239940454322e-05;7.737669352161851e-06;0.00015519481626937213
41;3.453396784251487e-06;6.925234859979301e-05;7.730959028158222e-06;0.0001551947024157881
42;3.448154613936608e-06;6.925241208899514e-05;7.71922362488579e-06;0.00015519484469526352
43;3.4431212762634423e-06;6.925243204940154e-05;7.707955725551551e-06;0.0001551948894265888
44;3.4405552037256704e-06;6.925258697904892e-05;7.702211178112559e-06;0.00015519523662435187
45;3.439624072753159e-06;6.92525644002364e-05;7.700126698439864e-06;0.00015519518602517132
46;3.4296169903607125e-06;6.925257733099053e-05;7.67772430775019e-06;0.00015519521500302665
47;3.426852678210309e-06;6.925242038854289e-05;7.671535970495326e-06;0.0001551948632945727
48;3.4244519063517315e-06;6.925241031240217e-05;7.66616147401137e-06;0.00015519484071391384
49;3.422335679637267e-06;6.92523854116497e-05;7.661423975529159e-06;0.00015519478491125952
50;3.4215524234183435e-06;6.925230352162542e-05;7.659670536201083e-06;0.00015519460139549137
