N;gmean(error_p);max(error_p);gmean(relative_error_p);max(relative_error_p)
1;0.8494141322766083;191.91102204226058;9.877899852061432;2040.64147505822
2;0.2582480917503235;1.6149565538361688;3.003186184880852;18.954692032518306
3;0.23264438338652355;2.281885357787248;2.7054387641013693;25.00764377469297
4;0.4898054448007446;1.0631118616067448;5.695983792697957;14.207187900357665
5;0.2426954363703677;0.5598001565144697;2.822323203633915;7.457877589755643
6;1.084854361095651;3.370629772527865;12.615851709758559;48.65132289027624
7;0.5184431477338745;2.1036422315889434;6.029013761022551;29.993589780760665
8;0.875619498770698;2.5255087015526243;10.182643999796998;35.2105018162074
9;0.8165079642807991;1.8140910455655497;9.495231587399381;23.73907407575953
10;0.6774980416122388;2.36185295800059;7.87867490157809;26.512561150122043
11;1.006417203482772;2.5552219603931428;11.703700194803456;31.9338945188412
12;0.5944937887173845;5.700188292333396;6.9134122973487155;61.85580866540463
13;0.784521970316775;4.862864254178822;9.123264094701272;52.769555222743094
14;0.513068545203711;9.36803190767806;5.966512110154913;101.65755226579229
15;0.6743887050959719;6.801439159223706;7.842516196952204;73.80607406393469
16;0.49988615240081935;6.853796656793381;5.813213087958874;74.37423342741134
17;0.7363075709823823;4.000841691537594;8.5625752740715;43.41528480825291
18;0.3757057370804266;1.890826013036899;4.369109841366337;20.518369935127673
19;0.3922068380711688;1.686175882258239;4.561002366863219;18.297601307217505
20;0.6836180275255117;1.6604800722395483;7.949844671011177;18.018762253750367
21;0.5776995643058537;1.7643184316670264;6.71811101788269;18.9834689126324
22;0.8179871416064481;5.759671308506809;9.512433050067585;61.97211300950399
23;0.6724535802529794;1.934455755139291;7.82001248683723;20.814088903357387
24;0.8953305245595752;2.282143643360599;10.411864978499207;28.262650988834206
25;0.9567951405599547;2.4435529527404145;11.126641550052;30.26158518853816
26;0.6693393146750646;1.888701665813225;7.7837964617883895;22.756454743385994
27;0.9721742971590012;1.6596921055208302;11.305486901126375;20.075338235177643
28;0.8558829239190848;2.1945951145460993;9.95312590915207;23.243897075453496
29;1.012786912840646;2.458606582071748;11.777774016668396;27.07500716050401
30;0.7951414449115021;1.308720772428199;9.246758751244213;15.610862513960674
31;0.8697056021744809;1.63565857418251;10.113870858294977;18.724023594392648
32;0.8378101385797836;1.848428757157101;9.742956149966469;20.257305102613756
33;0.852913358874243;1.8413250401930283;9.918592617318893;20.17945402972461
34;0.725053446075092;1.4181035358970742;8.431700222041403;15.945672352998596
35;0.6892016374406148;1.0832796113102994;8.014776884237419;15.635946308865822
36;0.7771587763177111;1.370729193484575;9.037636966366222;18.052034268101874
37;0.7850073198659435;1.4832688939676482;9.128908260553652;19.53414360034557
38;0.8299687971517075;1.4657040559403094;9.651768609767718;19.302820696091143
39;0.7508326329281684;1.310833218175554;8.73148829516866;17.26322477608897
40;0.8783935247384554;1.336167093848827;10.214903353221084;17.59686324674499
41;0.9754858756867488;1.9032702785489501;11.343997493081863;20.754652609979303
42;1.1135797808448828;1.8787124201394196;12.94990174343393;20.355814594968244
43;0.8665847022296519;1.4745533272598028;10.077577681701952;15.764585704695246
44;0.8691485637817553;1.4996247041151407;10.107393017571571;16.032626108432403
45;0.9008907610472153;1.8572621935530234;10.476525380406434;24.395570955797684
46;0.9392503786648255;2.0711629265121307;10.922612214604214;23.927436775309943
47;0.8937655990259149;1.5386012194129033;10.393666343569507;20.250514893407207
48;0.8810151741759416;2.0219666819096616;10.245390708689607;25.040552906526365
49;1.010905016896772;2.068524401559869;11.755889309363416;25.61713562301661
50;1.2013517478671158;2.071855701773456;13.970608448348656;23.110698041376732
