N;gmean(error_p);max(error_p);gmean(relative_error_p);max(relative_error_p)
1;23530.44400655983;4071156.116060146;372.40844498075825;62760.523341806176
2;30.982445538771273;36.30154169250361;0.49034877376637065;0.7345591497350603
3;55.92470970209111;105.7028017239732;0.8851016228316807;1.9437785781009482
4;41.026421306527354;73.45983989054687;0.6493114094077429;1.463421258149149
5;175.08037902309783;212.07139288162443;2.7709384353502586;3.459360049072649
6;47.935113891877606;83.40602875864097;0.7586529697218243;1.5256464931249207
7;72.32641514883963;96.04785344332808;1.1446859136658547;1.7568882364850467
8;57.18396167252181;134.87843010500035;0.9050313814038661;2.4671694234881043
9;61.12345505305793;129.47909141623478;0.9673804217980232;2.3684057938283543
10;181.24194601069553;235.99670855957802;2.86845548942099;3.8998631244656887
11;70.14252721603259;89.00685196652762;1.110122251847906;1.6280956375441085
12;45.71159157763977;95.61181466534563;0.7234620278426791;1.7489123018626171
13;60.92215944269684;117.02661251617765;0.9641945836890973;2.008596906812459
14;58.25839202268813;105.22178010517553;0.9220360301828694;2.082876187122562
15;112.03517876297137;232.58365576236864;1.7731431967296503;3.5117575545987214
16;97.26517955141863;249.75193957654105;1.539383373191769;3.758732387628211
17;58.00846691799238;346.2398971426453;0.9180805493778562;5.331836113935233
18;169.79585155543995;25327.694989856816;2.6873019915950973;384.2453182364816
19;69.49122389367943;1257.2315940209603;1.0998142926176964;19.204526174245448
20;71.26098450243177;982.9667483303391;1.1278237001796587;14.759206649560968
