N;gmean(error_u);max(error_u);gmean(relative_error_u);max(relative_error_u)
1;0.006039314731370723;0.006246085697666095;0.021680652823126294;0.022394112243159618
2;0.04878975391897076;0.04930789596837675;0.17515128174200761;0.17718267887363348
3;0.22885849363444455;0.26220240918044285;0.8215835350223398;0.9400751872180922
4;0.1610911599904036;0.1757463163402255;0.5783042725832469;0.6315256921793028
5;12.794260242663581;194.63754268069627;45.93036243152688;698.8162822205697
6;0.15014964964864166;0.1609788734833822;0.5390251328742048;0.5784604572082771
7;0.07709830432040514;0.0777295170263673;0.276776694637184;0.27931275070261036
8;0.32674336326610315;0.5431753880341772;1.1729823227187872;1.9474485615694166
9;0.19015603343607163;0.1925437513965103;0.6826448242108005;0.6918854881719608
10;0.1901264502557903;0.19424683032909196;0.6825386229794332;0.6980053211456004
11;0.44070328509562995;0.5520880100522779;1.5820892513745506;1.9838695339548151
12;2.1428259621010244;37.32874369327195;7.6925723879519525;134.00703761744808
13;0.22417063034604806;0.23590665851685996;0.804754483886776;0.8457969431494189
14;0.20353638075401428;0.23039994412199355;0.7306791919754563;0.8279176896546494
15;0.16902750094684624;0.18030283961262247;0.6067950965618041;0.647899073843593
16;0.23017758539397454;0.24413642167880678;0.8263189680561015;0.8772782604923233
17;0.5568976098023691;0.730073349323849;1.9992175061579622;2.617534456276646
18;0.22269195970900885;0.22941131587612273;0.7994461755525748;0.8243651592216763
19;0.28977915933172044;0.3118408719729206;1.0402838117069764;1.1205670003418482
20;0.21458703184554914;0.2205019493011422;0.7703501381741304;0.7923502981974972
