N;gmean(error_y);max(error_y);gmean(relative_error_y);max(relative_error_y)
1;7.272977326426117;62.282807859734504;0.6385677256212473;0.9784851817860533
2;6.139779936613079;834.657127008544;0.5390729455036763;15.278888461968117
3;1.0112508440110686;976.8094390297969;0.08878786809170924;15.34602556249425
4;0.04992256868429547;278.03068881503526;0.004383203702020357;4.367961536030227
5;0.005894389334590338;376.4140540499769;0.0005175276399720443;5.913599382567833
6;0.00022858451715847508;88.03562501169648;2.0069730549516908e-05;1.383071147614536
7;8.436640197814351e-06;100.1371664701064;7.407373763463119e-07;1.5731906910444164
8;3.90758853468858e-06;96.16074167064748;3.4308644331851673e-07;1.5107196356045323
9;1.929125694568344e-06;81.3792629570003;1.693773198964925e-07;1.2784973196363356
10;2.4991291835786973e-05;90.77551930590953;2.1942365102569714e-06;1.4261158666738518
11;0.007409200917107901;92.56814665803186;0.00065052816280858;1.4542786833610242
12;0.012449055921668275;90.76068761345799;0.0010930276514333327;1.4258828554821066
13;0.009179806700919411;62.706726351788674;0.0008059874276453032;0.9851450928757114
14;0.01373215369847331;93.68298825603031;0.0012056836920491909;1.4717932434967338
15;0.036070993722537956;47.43037138362237;0.0031670348178602053;0.7451480939973407
16;0.024415091375807847;36.59730561401408;0.002143646084807153;0.5749567572042499
17;0.08031712965505715;46.10957053504888;0.007051847477360299;0.7243978403907572
18;0.10422117828261318;35.80533730148929;0.009150623986641529;0.5625146518323338
19;0.19827622043871973;300.46919488342695;0.017408660779167685;27.36493955270984
20;0.26642577630847825;93.61697216937308;0.02339219474891186;8.272933559785187
