N;gmean(error_p);max(error_p);gmean(relative_error_p);max(relative_error_p)
1;0.6915498198581036;22.391443530008807;1.4289575683643645;42.886815785875086
2;1.445435552039116;172.19119431317446;2.986720569304787;515.8016326113027
3;1.6475889706214093;68.01108465770241;3.404432568005284;33.43362771501976
4;0.7159177431146256;49.63879661725226;1.479309296270062;38.7397251552548
5;0.5957391075755808;21.87778253018172;1.2309827608883341;50.67272499369438
6;0.9039851743169247;349.48688762792057;1.8679152527209097;797.2654194517917
7;0.797743373880145;155.49760163675268;1.6483865644740625;424.05085468952007
8;1.00521002708839;343.1471005020045;2.0770773626959116;378.4015240575264
9;0.8874424070999574;29.527393085346144;1.8337327372497525;92.5106460838406
10;0.35968509058364573;37.03749186191223;0.7432215549167278;23.975798497491017
11;0.5488160723388597;52.31414660437544;1.1340251384484958;74.39907537617133
12;0.515222616990504;131.35886237857085;1.0646105845160068;359.7030089943721
13;0.5609447966626292;295.2436202197472;1.1590868649060508;81.96194337122259
14;0.42719838676151645;37.67388853083748;0.8827250769599962;106.42662988071675
15;0.3030094146514128;13.957276254246764;0.6261119357107711;29.147269422509726
16;0.29579468444494983;18.2700095646892;0.6112040533916815;34.790726885665464
17;0.2492820871355351;257.4181390206113;0.5150945236932862;737.0136448983651
18;0.20603659257400528;14.923924253504737;0.4257358470269579;9.720583706433755
19;0.23491836880865113;86.82920788964556;0.48541460270470704;166.30585869133628
20;0.25573958677923897;16.41445414689146;0.5284377315484692;13.875519004729835
