N;gmean(error_output);max(error_output);gmean(relative_error_output);max(relative_error_output)
1;0.013716357626391834;34.52750559340898;0.7873322969255939;2398.289082741988
2;0.09315228496530055;1250.133123782861;5.347031951432903;133633.603574875
3;0.10072139426675256;126.14545037546435;5.781506202857095;1079.4441240623623
4;0.014218554270172785;120.52288641532013;0.816158873763719;2104.647751676989
5;0.007794270292126438;9.474092256286545;0.447398711750644;516.8180669419581
6;0.022016076666193946;8969.481179478656;1.2637442594477069;518394.6825732379
7;0.018606778274661482;1871.712164962331;1.068047208771135;54963.00140683434
8;0.029989829766448456;1822.7941118441279;1.7214454593246598;82241.95397532295
9;0.025544345889810412;42.54545301817544;1.4662703518453564;4443.628648851374
10;0.0033306070709380993;25.283323650303682;0.19118009217496076;331.9766582343523
11;0.009587635318100432;192.59436065744237;0.5503396122131204;2204.1136931016617
12;0.008760810920456951;794.3711082219093;0.5028790858924742;71110.88036427782
13;0.010668458607278861;7586.97351334742;0.6123799224775719;6522.971962376678
14;0.005931037608426866;48.36655313971007;0.34044733963554413;2738.1826383629136
15;0.002847021918919701;6.6469793179251315;0.16342183310440633;423.0494225807621
16;0.0031058373121755777;21.375315718466872;0.1782780889415809;719.037258257229
17;0.0018526256671426242;1099.3680793599062;0.10634251902619815;103640.82919573707
18;0.0015113537050176584;4.819974744450327;0.08675317576650111;63.97173076728165
19;0.00212793270790519;172.06228015843215;0.12214541150446905;11951.488558572086
20;0.002796010769287009;7.476475423398593;0.1604937433955288;52.610688326726894
