N;min(speedup_output);gmean(speedup_output);max(speedup_output)
1;73.23028806014239;139.02475233267268;217.68821192358584
2;74.09955808360219;154.6424192742454;239.68571959031385
3;72.67173255985254;149.73155007618627;237.81319710910657
4;45.66022559007751;142.75916370383175;226.79986143738637
5;72.57735081196326;144.2488711271899;225.106134001957
6;55.575513958439444;141.27613458072;218.64034416245028
7;63.11440801172546;142.46370956531416;223.28920809117415
8;69.46143351385207;139.41683230105593;221.13454318850296
9;65.11896398902948;138.3369960069875;216.75901640306802
10;77.25629499657427;136.5182029038375;206.29114950331092
11;71.45952018829388;133.00096564614714;199.44461278807947
12;71.09039886277675;132.36983057360362;204.09990394651967
13;67.78871429806097;129.21871962125016;205.512607248587
14;69.6204834400851;125.8321119605478;196.52880223009234
15;59.408888126773846;120.39577515383878;180.09543416494694
16;8.339361249172203;120.33857713795237;219.58815497748583
17;55.46404407882028;121.33099842035466;218.66379241448666
18;61.557613363009565;117.27534239668113;194.0079632133373
19;55.36122491716774;112.7840568908388;207.1531072513493
20;55.91481089334086;111.6689168881;190.77903448125866
21;59.24083771067972;108.8732364930146;187.01404221060204
22;31.81541775228048;107.30291780967683;179.43461046474567
23;58.3624715784585;104.47579989286426;186.4494101305539
24;48.599018282997505;100.58049112908566;185.1160405139508
25;55.8126741657007;99.35251208677045;176.93143272529238
26;49.76444888297449;96.27068499380688;174.2220795161245
27;52.32901329754183;92.00443110687361;157.1903974400671
28;48.85273064907796;90.2124123298018;159.74177773093743
29;49.59401250719244;89.24477607957174;157.97245633353918
30;45.69195334675351;83.63923485033115;142.30704910819887
31;47.10596329859604;84.3201370976265;146.9264594725871
32;42.26001405806938;78.30138564232648;134.25092229223378
33;44.30584597485621;76.84255716118383;141.55253452475728
34;39.74020614641205;73.51095704401699;126.35208391824719
35;41.71114408833546;71.78098408539512;125.59696031101284
36;42.16131239058633;69.34921978211982;121.12370612470808
37;40.93479670811965;68.26122709507239;117.17347595016402
38;35.79927739312108;65.9629216115971;114.35824276550164
39;32.52792304837501;64.09362241324934;113.59500813478819
40;28.791356436921493;60.579189780736726;108.35234045588035
41;33.02479980618953;59.0728845610828;103.76276454640471
42;40.09826124785612;57.0607920611356;98.8743022597638
43;23.97289335255916;55.67434219711847;95.39155866096118
44;25.747204499839164;51.707622308678694;91.80050841520459
45;27.138822222517803;50.771872866282926;89.72985568677004
46;25.03328575896383;48.59219461818873;87.97769395929579
47;22.978700784423086;45.980356021920166;84.71576480640336
48;22.539702256167462;45.32910586440281;81.80059251768394
49;21.641722721829737;43.297758230608025;78.55072986317083
50;21.127569730832295;41.8078106122657;76.46048823497263
