N;min(speedup_solve);gmean(speedup_solve);max(speedup_solve)
1;93.64861273763165;178.1140545778215;287.80945173917837
2;92.61483709474157;201.35991949348644;315.5287383040504
3;91.40086609148382;193.7018574521529;313.44323279441846
4;49.64678650181828;184.873245289113;303.8561169419164
5;92.40465105309582;187.46503803761124;293.9612304244371
6;65.54525206078948;182.88246439455835;283.6664584487526
7;85.92364996311623;183.06093465976213;291.1873278101721
8;86.04904477025111;180.02288365097996;288.5696781330239
9;85.94679101975359;178.1896389377012;282.17740444116447
10;94.90242928451727;175.257196294666;274.1133262708059
11;94.92902532146636;170.37649512307334;255.85446684036538
12;90.67779418055328;168.38082094709713;262.61250334133626
13;84.58658439823294;165.28266258565748;265.744084890474
14;85.53763672745174;161.51119697479058;253.87034443318103
15;72.77236477655153;153.12445305296413;236.7092537551658
16;8.121726023536509;151.13211388550945;275.81271479564134
17;67.9688214824343;153.34621489074297;274.59660471065666
18;73.56578211239363;148.1249567236249;240.27430715994007
19;65.96622993566234;141.97286199316105;261.77026097476147
20;69.5780942411078;140.45543982494817;246.24688073347036
21;73.1549582273299;136.90670155542645;244.4432531453432
22;34.12847217192624;132.85302657356695;216.33364981189757
23;73.04782122408459;129.88542617505718;227.0441252375658
24;56.8612689857518;124.54398017496177;226.4748862773717
25;67.05032141330004;122.3123838475316;214.28263158410186
26;63.19415813408466;118.34337107485209;213.76159041407564
27;61.74747308379102;112.20999640315094;189.74951304497253
28;57.48437189200078;108.92587615809792;194.3954720844008
29;59.54114195877459;109.70124771603064;194.91703789324634
30;52.97714971572915;100.49101126174928;171.09671305000992
31;56.2728554838021;101.50591915086017;173.79097746603892
32;50.69298513604229;94.22044788421363;168.4202637745126
33;50.75664965197161;92.04110780533172;168.00628480344997
34;43.97711030706433;87.35190813781531;149.17474094133445
35;47.61437640030803;84.84536734864243;150.61875793582823
36;47.792455961930415;81.58703409027979;139.14641555866191
37;46.33196401765565;80.44528862021353;140.0688967361715
38;43.356138374125145;77.13043019013199;139.52042236373757
39;36.05824091903736;74.99806104563501;133.97090609529818
40;31.43510500117999;70.14126803816735;123.78567351528338
41;34.564122984046776;68.26692971938769;117.90216312856747
42;44.321896124566294;65.70503023125129;112.43306489524508
43;27.287738990603813;64.0070003970833;110.0670714468646
44;26.995195361720548;59.05278176923128;108.1612211760575
45;30.791161549134337;58.15564028008247;102.765956750447
46;27.814103870624074;55.164254327437845;98.63094813738242
47;25.823402359488373;52.00760059777403;95.32787554655748
48;25.624972776371017;51.263855029582125;90.67227240383666
49;24.05543588316173;48.70206892126684;88.58151973525658
50;23.303158534508707;46.78109040572757;84.4353426712077
